mode,b1,b2,b3,r1,r2,r3,y
brawlBall,LOU,ROSA,SANDY,BULL,EL PRIMO,JACKY,0
gemGrab,CHESTER,FRANK,GENE,JESSIE,MEG,SANDY,0
gemGrab,CHESTER,FRANK,GENE,JESSIE,MEG,SANDY,0
heist,ANGELO,EVE,RICO,BROCK,CROW,GALE,1
heist,ANGELO,EVE,RICO,BROCK,CROW,GALE,0
heist,ANGELO,EVE,RICO,BROCK,CROW,GALE,1
bounty,GENE,LEON,SPROUT,ANGELO,MEG,MELODIE,1
bounty,GENE,LEON,SPROUT,ANGELO,MEG,MELODIE,1
bounty,ANGELO,BELLE,LILY,LEON,MR. P,PIPER,0
bounty,ANGELO,BELLE,LILY,LEON,MR. P,PIPER,0
knockout,BYRON,COLT,PIPER,BERRY,LOU,STU,0
knockout,BYRON,COLT,PIPER,BERRY,LOU,STU,0
knockout,LEON,PEARL,TICK,COLETTE,NANI,RICO,1
knockout,LEON,PEARL,TICK,COLETTE,NANI,RICO,1
knockout,LEON,PEARL,TICK,COLETTE,NANI,RICO,0
heist,COLT,EDGAR,MAX,BROCK,CLANCY,JESSIE,1
heist,COLT,EDGAR,MAX,BROCK,CLANCY,JESSIE,1
gemGrab,AMBER,JANET,PIPER,BO,CROW,GENE,0
gemGrab,AMBER,JANET,PIPER,BO,CROW,GENE,0
knockout,BUSTER,LARRY & LAWRIE,PIPER,BARLEY,BELLE,BO,1
knockout,BUSTER,LARRY & LAWRIE,PIPER,BARLEY,BELLE,BO,0
knockout,BUSTER,LARRY & LAWRIE,PIPER,BARLEY,BELLE,BO,1
brawlBall,CLANCY,COLT,GALE,BARLEY,CHESTER,PIPER,1
brawlBall,CLANCY,COLT,GALE,BARLEY,CHESTER,PIPER,1
bounty,BELLE,MEG,NANI,BERRY,GUS,LILY,0
bounty,BELLE,MEG,NANI,BERRY,GUS,LILY,0
heist,CHUCK,DYNAMIKE,SPIKE,ASH,EMZ,GRIFF,0
heist,CHUCK,DYNAMIKE,SPIKE,ASH,EMZ,GRIFF,0
hotZone,DOUG,RICO,SURGE,BARLEY,EDGAR,MICO,0
hotZone,DOUG,RICO,SURGE,BARLEY,EDGAR,MICO,0
brawlBall,BERRY,COLT,JESSIE,BARLEY,GALE,NITA,1
brawlBall,BERRY,COLT,JESSIE,BARLEY,GALE,NITA,0
brawlBall,BERRY,COLT,JESSIE,BARLEY,GALE,NITA,1
knockout,GENE,MANDY,MAX,BYRON,COLT,PIPER,1
knockout,GENE,MANDY,MAX,BYRON,COLT,PIPER,1
hotZone,AMBER,GALE,LARRY & LAWRIE,COLT,GRIFF,LOU,0
hotZone,AMBER,GALE,LARRY & LAWRIE,COLT,GRIFF,LOU,0
hotZone,BARLEY,BIBI,SURGE,BUZZ,DYNAMIKE,GALE,1
hotZone,BARLEY,BIBI,SURGE,BUZZ,DYNAMIKE,GALE,1
knockout,MAISIE,MEG,NANI,BYRON,LEON,SPIKE,1
knockout,MAISIE,MEG,NANI,BYRON,LEON,SPIKE,1
brawlBall,BIBI,COLT,SURGE,ANGELO,CLANCY,LARRY & LAWRIE,1
brawlBall,BIBI,COLT,SURGE,ANGELO,CLANCY,LARRY & LAWRIE,1
brawlBall,BIBI,COLT,SURGE,ANGELO,CLANCY,LARRY & LAWRIE,0
knockout,BYRON,LILY,SPIKE,CROW,MEG,R-T,1
knockout,BYRON,LILY,SPIKE,CROW,MEG,R-T,1
bounty,BELLE,LARRY & LAWRIE,MANDY,ANGELO,MEG,SPROUT,1
bounty,BELLE,LARRY & LAWRIE,MANDY,ANGELO,MEG,SPROUT,1
bounty,BELLE,LARRY & LAWRIE,MANDY,ANGELO,MEG,SPROUT,0
knockout,GALE,GROM,MANDY,GENE,MEG,TICK,1
knockout,GALE,GROM,MANDY,GENE,MEG,TICK,1
brawlBall,CLANCY,GALE,TICK,BARLEY,RICO,SPIKE,1
brawlBall,CLANCY,GALE,TICK,BARLEY,RICO,SPIKE,1
brawlBall,FRANK,GALE,MEG,BARLEY,COLETTE,SPIKE,0
brawlBall,FRANK,GALE,MEG,BARLEY,COLETTE,SPIKE,0
bounty,ANGELO,BELLE,GENE,MAX,NANI,PIPER,0
bounty,ANGELO,BELLE,GENE,MAX,NANI,PIPER,0
heist,BIBI,COLETTE,EDGAR,BUZZ,GALE,JESSIE,1
heist,BIBI,COLETTE,EDGAR,BUZZ,GALE,JESSIE,1
brawlBall,DYNAMIKE,FRANK,KIT,CHESTER,GRIFF,RICO,0
brawlBall,DYNAMIKE,FRANK,KIT,CHESTER,GRIFF,RICO,0
bounty,BELLE,MEG,SPROUT,GROM,MR. P,NANI,0
bounty,BELLE,MEG,SPROUT,GROM,MR. P,NANI,0
bounty,BELLE,MEG,SPROUT,GROM,MR. P,NANI,1
hotZone,BIBI,GALE,LARRY & LAWRIE,COLT,CORDELIUS,SANDY,0
hotZone,BIBI,GALE,LARRY & LAWRIE,COLT,CORDELIUS,SANDY,0
hotZone,BARLEY,BUSTER,FANG,CHARLIE,JESSIE,LARRY & LAWRIE,0
hotZone,BARLEY,BUSTER,FANG,CHARLIE,JESSIE,LARRY & LAWRIE,1
hotZone,BARLEY,BUSTER,FANG,CHARLIE,JESSIE,LARRY & LAWRIE,0
hotZone,AMBER,ANGELO,BARLEY,LARRY & LAWRIE,LILY,LOU,0
hotZone,AMBER,ANGELO,BARLEY,LARRY & LAWRIE,LILY,LOU,0
knockout,BROCK,MANDY,MR. P,BELLE,EVE,NANI,1
knockout,BROCK,MANDY,MR. P,BELLE,EVE,NANI,1
gemGrab,CLANCY,GALE,SURGE,GENE,JESSIE,SANDY,0
gemGrab,CLANCY,GALE,SURGE,GENE,JESSIE,SANDY,1
gemGrab,CLANCY,GALE,SURGE,GENE,JESSIE,SANDY,0
brawlBall,GALE,JACKY,LARRY & LAWRIE,BERRY,CLANCY,SURGE,1
brawlBall,GALE,JACKY,LARRY & LAWRIE,BERRY,CLANCY,SURGE,1
gemGrab,CHESTER,CROW,GENE,COLT,JESSIE,SANDY,0
gemGrab,CHESTER,CROW,GENE,COLT,JESSIE,SANDY,0
brawlBall,BYRON,CHESTER,DYNAMIKE,CROW,GALE,RICO,0
brawlBall,BYRON,CHESTER,DYNAMIKE,CROW,GALE,RICO,0
knockout,BELLE,BERRY,BUZZ,ANGELO,MORTIS,PEARL,0
knockout,BELLE,BERRY,BUZZ,ANGELO,MORTIS,PEARL,1
knockout,BELLE,BERRY,BUZZ,ANGELO,MORTIS,PEARL,0
brawlBall,CORDELIUS,DYNAMIKE,RICO,MAX,MORTIS,SURGE,1
brawlBall,CORDELIUS,DYNAMIKE,RICO,MAX,MORTIS,SURGE,1
bounty,BERRY,JACKY,JESSIE,DYNAMIKE,EVE,GALE,1
bounty,BERRY,JACKY,JESSIE,DYNAMIKE,EVE,GALE,1
bounty,BROCK,DYNAMIKE,MORTIS,GALE,SPROUT,SURGE,1
bounty,BROCK,DYNAMIKE,MORTIS,GALE,SPROUT,SURGE,1
heist,COLETTE,MEG,PIPER,GALE,MELODIE,NANI,0
heist,COLETTE,MEG,PIPER,GALE,MELODIE,NANI,1
heist,COLETTE,MEG,PIPER,GALE,MELODIE,NANI,0
brawlBall,BUZZ,DYNAMIKE,TARA,BERRY,DRACO,SURGE,1
brawlBall,BUZZ,DYNAMIKE,TARA,BERRY,DRACO,SURGE,1
heist,CROW,GALE,JESSIE,COLETTE,MANDY,MELODIE,1
heist,CROW,GALE,JESSIE,COLETTE,MANDY,MELODIE,1
heist,BIBI,BROCK,COLT,CHUCK,RICO,SPIKE,0
heist,BIBI,BROCK,COLT,CHUCK,RICO,SPIKE,0
brawlBall,MORTIS,SURGE,WILLOW,COLT,DYNAMIKE,MEG,0
brawlBall,MORTIS,SURGE,WILLOW,COLT,DYNAMIKE,MEG,0
gemGrab,GALE,SANDY,SURGE,BUSTER,GENE,LILY,1
gemGrab,GALE,SANDY,SURGE,BUSTER,GENE,LILY,1
bounty,BROCK,GENE,PIPER,COLT,DYNAMIKE,MAX,1
bounty,BROCK,GENE,PIPER,COLT,DYNAMIKE,MAX,0
bounty,BROCK,GENE,PIPER,COLT,DYNAMIKE,MAX,1
brawlBall,DYNAMIKE,MAX,SURGE,BIBI,RUFFS,WILLOW,1
brawlBall,DYNAMIKE,MAX,SURGE,BIBI,RUFFS,WILLOW,0
brawlBall,DYNAMIKE,MAX,SURGE,BIBI,RUFFS,WILLOW,1
gemGrab,BUZZ,LEON,PEARL,CROW,GENE,SANDY,1
gemGrab,BUZZ,LEON,PEARL,CROW,GENE,SANDY,1
hotZone,CHESTER,GALE,LILY,BYRON,LARRY & LAWRIE,LOU,0
hotZone,CHESTER,GALE,LILY,BYRON,LARRY & LAWRIE,LOU,0
hotZone,BERRY,CARL,CHESTER,BYRON,LILY,MAX,0
hotZone,BERRY,CARL,CHESTER,BYRON,LILY,MAX,0
brawlBall,CHESTER,GRAY,WILLOW,BERRY,BIBI,SPIKE,0
brawlBall,CHESTER,GRAY,WILLOW,BERRY,BIBI,SPIKE,1
brawlBall,CHESTER,GRAY,WILLOW,BERRY,BIBI,SPIKE,1
heist,CARL,CHUCK,COLETTE,ANGELO,COLT,JESSIE,0
heist,CARL,CHUCK,COLETTE,ANGELO,COLT,JESSIE,0
knockout,BERRY,GENE,MR. P,BARLEY,BYRON,MANDY,0
knockout,BERRY,GENE,MR. P,BARLEY,BYRON,MANDY,0
heist,ANGELO,FRANK,RICO,CARL,CLANCY,EVE,1
heist,ANGELO,FRANK,RICO,CARL,CLANCY,EVE,1
gemGrab,CARL,PIPER,RUFFS,BYRON,CROW,HANK,0
gemGrab,CARL,PIPER,RUFFS,BYRON,CROW,HANK,0
heist,BERRY,MEG,PIPER,BELLE,MICO,MORTIS,0
heist,BERRY,MEG,PIPER,BELLE,MICO,MORTIS,0
gemGrab,BYRON,CHESTER,SURGE,PIPER,RUFFS,SANDY,1
gemGrab,BYRON,CHESTER,SURGE,PIPER,RUFFS,SANDY,1
knockout,BARLEY,BROCK,MANDY,LARRY & LAWRIE,PIPER,RICO,0
knockout,BARLEY,BROCK,MANDY,LARRY & LAWRIE,PIPER,RICO,0
knockout,BROCK,GUS,MEG,BELLE,BYRON,PIPER,0
knockout,BROCK,GUS,MEG,BELLE,BYRON,PIPER,0
brawlBall,BROCK,DYNAMIKE,SPIKE,CLANCY,COLT,GALE,0
brawlBall,BROCK,DYNAMIKE,SPIKE,CLANCY,COLT,GALE,0
hotZone,BERRY,BIBI,MEG,CHESTER,CROW,JACKY,0
hotZone,BERRY,BIBI,MEG,CHESTER,CROW,JACKY,0
heist,ANGELO,BROCK,PIPER,JESSIE,RICO,SPROUT,0
heist,ANGELO,BROCK,PIPER,JESSIE,RICO,SPROUT,0
hotZone,BARLEY,FRANK,LOLA,BO,LARRY & LAWRIE,LOU,0
hotZone,BARLEY,FRANK,LOLA,BO,LARRY & LAWRIE,LOU,0
bounty,BARLEY,BERRY,GALE,ANGELO,CHESTER,COLETTE,0
bounty,BARLEY,BERRY,GALE,ANGELO,CHESTER,COLETTE,0
hotZone,BERRY,CHESTER,JESSIE,BO,CLANCY,LARRY & LAWRIE,1
hotZone,BERRY,CHESTER,JESSIE,BO,CLANCY,LARRY & LAWRIE,0
hotZone,BERRY,CHESTER,JESSIE,BO,CLANCY,LARRY & LAWRIE,1
heist,BELLE,COLT,SPIKE,ANGELO,JESSIE,PIPER,0
heist,BELLE,COLT,SPIKE,ANGELO,JESSIE,PIPER,0
heist,BELLE,COLT,SPIKE,ANGELO,JESSIE,PIPER,1
heist,ANGELO,BELLE,FANG,BYRON,JESSIE,RICO,1
heist,ANGELO,BELLE,FANG,BYRON,JESSIE,RICO,1
brawlBall,EMZ,LEON,NITA,AMBER,CROW,GALE,1
brawlBall,EMZ,LEON,NITA,AMBER,CROW,GALE,0
brawlBall,EMZ,LEON,NITA,AMBER,CROW,GALE,1
knockout,EDGAR,PIPER,SPROUT,ANGELO,LEON,MAX,1
knockout,EDGAR,PIPER,SPROUT,ANGELO,LEON,MAX,1
brawlBall,COLT,GALE,MICO,BARLEY,CORDELIUS,NITA,0
brawlBall,COLT,GALE,MICO,BARLEY,CORDELIUS,NITA,0
bounty,BYRON,CORDELIUS,FANG,HANK,KIT,MANDY,1
bounty,BYRON,CORDELIUS,FANG,HANK,KIT,MANDY,1
hotZone,AMBER,BARLEY,NITA,BEA,JESSIE,STU,1
hotZone,AMBER,BARLEY,NITA,BEA,JESSIE,STU,0
hotZone,AMBER,BARLEY,NITA,BEA,JESSIE,STU,1
bounty,DYNAMIKE,GRIFF,RICO,ANGELO,BARLEY,BUSTER,1
bounty,DYNAMIKE,GRIFF,RICO,ANGELO,BARLEY,BUSTER,1
knockout,BELLE,BROCK,DARRYL,BYRON,LEON,MANDY,0
knockout,BELLE,BROCK,DARRYL,BYRON,LEON,MANDY,0
knockout,BELLE,BROCK,DARRYL,BYRON,LEON,MANDY,1
gemGrab,BO,EMZ,FRANK,CROW,LEON,RICO,1
gemGrab,BO,EMZ,FRANK,CROW,LEON,RICO,1
gemGrab,BO,EMZ,FRANK,CROW,LEON,RICO,0
knockout,CHESTER,POCO,TICK,JACKY,KIT,ROSA,1
knockout,CHESTER,POCO,TICK,JACKY,KIT,ROSA,1
brawlBall,BERRY,BIBI,JACKY,BULL,COLETTE,DYNAMIKE,0
brawlBall,BERRY,BIBI,JACKY,BULL,COLETTE,DYNAMIKE,0
hotZone,BIBI,CARL,NITA,BUSTER,BUZZ,GALE,0
hotZone,BIBI,CARL,NITA,BUSTER,BUZZ,GALE,0
heist,BARLEY,EMZ,RICO,COLETTE,EDGAR,JESSIE,0
brawlBall,COLT,DYNAMIKE,MEG,BARLEY,GALE,SANDY,1
brawlBall,COLT,DYNAMIKE,MEG,BARLEY,GALE,SANDY,1
brawlBall,COLT,DYNAMIKE,MEG,BARLEY,GALE,SANDY,0
bounty,BYRON,GENE,MANDY,BELLE,BROCK,NANI,0
bounty,BYRON,GENE,MANDY,BELLE,BROCK,NANI,0
knockout,BELLE,LILY,SPIKE,ANGELO,BROCK,MR. P,1
knockout,BELLE,LILY,SPIKE,ANGELO,BROCK,MR. P,1
hotZone,BYRON,FRANK,LARRY & LAWRIE,DYNAMIKE,HANK,LILY,1
hotZone,BYRON,FRANK,LARRY & LAWRIE,DYNAMIKE,HANK,LILY,1
hotZone,BYRON,FRANK,LARRY & LAWRIE,DYNAMIKE,HANK,LILY,0
brawlBall,BARLEY,FRANK,GALE,BYRON,CLANCY,SANDY,0
brawlBall,BARLEY,FRANK,GALE,BYRON,CLANCY,SANDY,0
heist,BROCK,COLETTE,COLT,BYRON,CROW,MAX,1
heist,BROCK,COLETTE,COLT,BYRON,CROW,MAX,1
bounty,BYRON,GRAY,NANI,GENE,GUS,MEG,1
bounty,BYRON,GRAY,NANI,GENE,GUS,MEG,1
gemGrab,CLANCY,MAX,RICO,FANG,LARRY & LAWRIE,PIPER,0
gemGrab,CLANCY,MAX,RICO,FANG,LARRY & LAWRIE,PIPER,0
brawlBall,BYRON,COLT,MEG,CARL,RICO,SANDY,0
brawlBall,BYRON,COLT,MEG,CARL,RICO,SANDY,0
brawlBall,BYRON,COLT,MEG,CARL,RICO,SANDY,1
gemGrab,BYRON,CLANCY,SURGE,GALE,LILY,PIPER,1
gemGrab,BYRON,CLANCY,SURGE,GALE,LILY,PIPER,0
gemGrab,BYRON,CLANCY,SURGE,GALE,LILY,PIPER,1
bounty,GENE,MANDY,R-T,BYRON,GRAY,TICK,0
bounty,GENE,MANDY,R-T,BYRON,GRAY,TICK,0
brawlBall,DYNAMIKE,GRAY,STU,LARRY & LAWRIE,LILY,MORTIS,1
brawlBall,DYNAMIKE,GRAY,STU,LARRY & LAWRIE,LILY,MORTIS,0
brawlBall,DYNAMIKE,GRAY,STU,LARRY & LAWRIE,LILY,MORTIS,1
hotZone,BARLEY,EMZ,SAM,BELLE,CHESTER,LARRY & LAWRIE,1
hotZone,BARLEY,EMZ,SAM,BELLE,CHESTER,LARRY & LAWRIE,1
gemGrab,LILY,RICO,SANDY,BUSTER,CHESTER,CROW,1
hotZone,BIBI,LARRY & LAWRIE,SANDY,BARLEY,JESSIE,SURGE,0
hotZone,BIBI,LARRY & LAWRIE,SANDY,BARLEY,JESSIE,SURGE,0
heist,BARLEY,JESSIE,SPIKE,BIBI,DYNAMIKE,RICO,1
heist,BARLEY,JESSIE,SPIKE,BIBI,DYNAMIKE,RICO,1
heist,ANGELO,CARL,FANG,BULL,CROW,PIPER,1
heist,ANGELO,CARL,FANG,BULL,CROW,PIPER,1
knockout,COLT,GENE,TICK,BUSTER,LARRY & LAWRIE,MANDY,1
knockout,COLT,GENE,TICK,BUSTER,LARRY & LAWRIE,MANDY,1
knockout,COLT,GENE,TICK,BUSTER,LARRY & LAWRIE,MANDY,0
knockout,BELLE,MANDY,MEG,MR. P,PIPER,RICO,1
knockout,BELLE,MANDY,MEG,MR. P,PIPER,RICO,1
knockout,BROCK,COLT,MANDY,ANGELO,BELLE,R-T,0
knockout,BROCK,COLT,MANDY,ANGELO,BELLE,R-T,0
knockout,BROCK,COLT,MANDY,ANGELO,BELLE,R-T,1
knockout,BELLE,MANDY,MR. P,BROCK,JESSIE,PIPER,0
knockout,BELLE,MANDY,MR. P,BROCK,JESSIE,PIPER,0
knockout,BELLE,MANDY,MR. P,BROCK,JESSIE,PIPER,1
gemGrab,ANGELO,GALE,SURGE,LILY,PIPER,RICO,0
gemGrab,ANGELO,GALE,SURGE,LILY,PIPER,RICO,1
gemGrab,ANGELO,GALE,SURGE,LILY,PIPER,RICO,0
knockout,BELLE,GENE,RICO,ANGELO,COLT,EDGAR,0
knockout,BELLE,GENE,RICO,ANGELO,COLT,EDGAR,1
knockout,BELLE,GENE,RICO,ANGELO,COLT,EDGAR,0
brawlBall,CARL,EMZ,JACKY,BERRY,CHESTER,KIT,1
brawlBall,CARL,EMZ,JACKY,BERRY,CHESTER,KIT,1
brawlBall,CARL,EMZ,JACKY,BERRY,CHESTER,KIT,1
gemGrab,BIBI,BYRON,RUFFS,CHESTER,LARRY & LAWRIE,MEG,1
gemGrab,BIBI,BYRON,RUFFS,CHESTER,LARRY & LAWRIE,MEG,1
gemGrab,JESSIE,LOLA,SANDY,JANET,MEG,PEARL,1
gemGrab,JESSIE,LOLA,SANDY,JANET,MEG,PEARL,1
gemGrab,JESSIE,LOLA,SANDY,JANET,MEG,PEARL,0
brawlBall,EMZ,JACKY,JESSIE,BIBI,LOU,NITA,1
brawlBall,EMZ,JACKY,JESSIE,BIBI,LOU,NITA,1
bounty,CHESTER,NITA,WILLOW,DYNAMIKE,GALE,GROM,1
bounty,CHESTER,NITA,WILLOW,DYNAMIKE,GALE,GROM,1
gemGrab,8-BIT,LILY,MEG,BUZZ,PIPER,RUFFS,0
gemGrab,8-BIT,LILY,MEG,BUZZ,PIPER,RUFFS,0
gemGrab,8-BIT,LILY,MEG,BUZZ,PIPER,RUFFS,1
bounty,BEA,BELLE,R-T,BROCK,LEON,MR. P,0
bounty,BEA,BELLE,R-T,BROCK,LEON,MR. P,0
knockout,BYRON,DRACO,KIT,BUSTER,FRANK,GALE,1
knockout,BYRON,DRACO,KIT,BUSTER,FRANK,GALE,1
knockout,GENE,MANDY,PIPER,BEA,BROCK,NANI,1
knockout,GENE,MANDY,PIPER,BEA,BROCK,NANI,1
brawlBall,GALE,LOU,RICO,BELLE,FRANK,SPROUT,0
brawlBall,GALE,LOU,RICO,BELLE,FRANK,SPROUT,0
bounty,MANDY,MR. P,R-T,BELLE,MAX,NANI,0
bounty,MANDY,MR. P,R-T,BELLE,MAX,NANI,0
bounty,MANDY,MR. P,R-T,BELLE,MAX,NANI,1
gemGrab,BROCK,GENE,SPIKE,BO,CHESTER,FRANK,1
gemGrab,BROCK,GENE,SPIKE,BO,CHESTER,FRANK,1
gemGrab,CHESTER,CROW,STU,COLETTE,GENE,RICO,0
gemGrab,CHESTER,CROW,STU,COLETTE,GENE,RICO,1
gemGrab,CHESTER,CROW,STU,COLETTE,GENE,RICO,0
bounty,ANGELO,GRAY,MEG,GENE,MAX,NANI,0
bounty,ANGELO,GRAY,MEG,GENE,MAX,NANI,0
bounty,BIBI,GRAY,RICO,EVE,FANG,PIPER,1
bounty,BIBI,GRAY,RICO,EVE,FANG,PIPER,1
gemGrab,CROW,LOU,SANDY,CHESTER,GALE,SURGE,1
gemGrab,CROW,LOU,SANDY,CHESTER,GALE,SURGE,1
bounty,BIBI,BUZZ,GRAY,BARLEY,MEG,RICO,0
bounty,BIBI,BUZZ,GRAY,BARLEY,MEG,RICO,0
bounty,BIBI,BUZZ,GRAY,BARLEY,MEG,RICO,1
bounty,BYRON,GRAY,MELODIE,BROCK,GENE,LEON,0
bounty,BYRON,GRAY,MELODIE,BROCK,GENE,LEON,0
brawlBall,BUSTER,LOU,STU,CHESTER,GALE,SURGE,1
brawlBall,BUSTER,LOU,STU,CHESTER,GALE,SURGE,1
heist,BIBI,COLT,LILY,EMZ,GRIFF,NITA,0
heist,BIBI,COLT,LILY,EMZ,GRIFF,NITA,0
gemGrab,GALE,MAX,MEG,BELLE,BIBI,SURGE,1
gemGrab,GALE,MAX,MEG,BELLE,BIBI,SURGE,1
brawlBall,CHESTER,DYNAMIKE,NITA,GALE,LARRY & LAWRIE,SURGE,0
brawlBall,CHESTER,DYNAMIKE,NITA,GALE,LARRY & LAWRIE,SURGE,0
brawlBall,CHESTER,DYNAMIKE,NITA,GALE,LARRY & LAWRIE,SURGE,1
gemGrab,JESSIE,MORTIS,SURGE,LARRY & LAWRIE,LEON,PIPER,1
gemGrab,JESSIE,MORTIS,SURGE,LARRY & LAWRIE,LEON,PIPER,1
knockout,BROCK,EDGAR,PIPER,BELLE,GROM,MELODIE,1
knockout,BROCK,EDGAR,PIPER,BELLE,GROM,MELODIE,1
hotZone,GALE,KIT,LARRY & LAWRIE,ANGELO,BERRY,SURGE,1
hotZone,GALE,KIT,LARRY & LAWRIE,ANGELO,BERRY,SURGE,1
brawlBall,BARLEY,GALE,STU,LEON,PENNY,SPIKE,0
brawlBall,BARLEY,GALE,STU,LEON,PENNY,SPIKE,0
gemGrab,BYRON,CLANCY,RICO,BO,COLT,LEON,0
gemGrab,BYRON,CLANCY,RICO,BO,COLT,LEON,0
gemGrab,AMBER,PIPER,RICO,BYRON,CHESTER,SPIKE,1
gemGrab,AMBER,PIPER,RICO,BYRON,CHESTER,SPIKE,1
heist,JESSIE,MELODIE,PIPER,CLANCY,CROW,EVE,0
heist,JESSIE,MELODIE,PIPER,CLANCY,CROW,EVE,0
hotZone,CARL,DYNAMIKE,JESSIE,BERRY,EMZ,NITA,0
hotZone,CARL,DYNAMIKE,JESSIE,BERRY,EMZ,NITA,0
heist,CARL,CHARLIE,JESSIE,COLT,MELODIE,PIPER,1
heist,CARL,CHARLIE,JESSIE,COLT,MELODIE,PIPER,1
hotZone,DYNAMIKE,JESSIE,SANDY,BERRY,BIBI,MORTIS,1
hotZone,DYNAMIKE,JESSIE,SANDY,BERRY,BIBI,MORTIS,1
bounty,ANGELO,CLANCY,DYNAMIKE,BUSTER,GROM,LEON,1
bounty,ANGELO,CLANCY,DYNAMIKE,BUSTER,GROM,LEON,0
bounty,ANGELO,CLANCY,DYNAMIKE,BUSTER,GROM,LEON,1
knockout,BYRON,CHESTER,GROM,BROCK,GENE,LILY,1
knockout,BYRON,CHESTER,GROM,BROCK,GENE,LILY,1
brawlBall,BERRY,DYNAMIKE,RICO,BARLEY,CORDELIUS,SURGE,1
brawlBall,BERRY,DYNAMIKE,RICO,BARLEY,CORDELIUS,SURGE,1
knockout,MICO,RICO,SPROUT,BARLEY,PIPER,R-T,1
knockout,MICO,RICO,SPROUT,BARLEY,PIPER,R-T,1
gemGrab,BYRON,SANDY,SPIKE,CHESTER,MAX,SURGE,0
gemGrab,BYRON,SANDY,SPIKE,CHESTER,MAX,SURGE,0
brawlBall,BERRY,GALE,LILY,CHESTER,CORDELIUS,LARRY & LAWRIE,0
brawlBall,BERRY,GALE,LILY,CHESTER,CORDELIUS,LARRY & LAWRIE,0
brawlBall,BERRY,GALE,LILY,CHESTER,CORDELIUS,LARRY & LAWRIE,1
hotZone,BARLEY,BIBI,LILY,BERRY,BUZZ,SHELLY,0
hotZone,BARLEY,BIBI,LILY,BERRY,BUZZ,SHELLY,0
hotZone,BARLEY,BIBI,LILY,BERRY,BUZZ,SHELLY,1
heist,ANGELO,CLANCY,PIPER,BROCK,COLT,EVE,1
heist,ANGELO,CLANCY,PIPER,BROCK,COLT,EVE,1
heist,ANGELO,CLANCY,PIPER,BROCK,COLT,EVE,0
gemGrab,JESSIE,SANDY,SURGE,AMBER,ASH,CHESTER,1
gemGrab,JESSIE,SANDY,SURGE,AMBER,ASH,CHESTER,1
gemGrab,JESSIE,SANDY,SURGE,AMBER,ASH,CHESTER,0
knockout,BONNIE,GENE,SPIKE,BUSTER,CLANCY,MANDY,1
knockout,BONNIE,GENE,SPIKE,BUSTER,CLANCY,MANDY,1
hotZone,FRANK,GALE,LARRY & LAWRIE,CHESTER,MEG,SURGE,1
hotZone,FRANK,GALE,LARRY & LAWRIE,CHESTER,MEG,SURGE,1
gemGrab,8-BIT,RUFFS,SANDY,BO,COLT,JESSIE,0
gemGrab,8-BIT,RUFFS,SANDY,BO,COLT,JESSIE,0
gemGrab,8-BIT,RUFFS,SANDY,BO,COLT,JESSIE,1
hotZone,AMBER,BIBI,BO,CHESTER,COLETTE,MORTIS,1
hotZone,AMBER,BIBI,BO,CHESTER,COLETTE,MORTIS,0
hotZone,AMBER,BIBI,BO,CHESTER,COLETTE,MORTIS,1
brawlBall,DYNAMIKE,MEG,RICO,BARLEY,COLT,NITA,1
brawlBall,DYNAMIKE,MEG,RICO,BARLEY,COLT,NITA,1
brawlBall,BIBI,GALE,RICO,RUFFS,SANDY,SURGE,1
brawlBall,BIBI,GALE,RICO,RUFFS,SANDY,SURGE,1
gemGrab,GALE,POCO,RUFFS,CROW,MEG,SURGE,0
gemGrab,GALE,POCO,RUFFS,CROW,MEG,SURGE,0
gemGrab,GALE,POCO,RUFFS,CROW,MEG,SURGE,1
brawlBall,BROCK,CLANCY,FRANK,CHESTER,COLETTE,DYNAMIKE,0
brawlBall,BROCK,CLANCY,FRANK,CHESTER,COLETTE,DYNAMIKE,0
hotZone,LARRY & LAWRIE,LILY,STU,DYNAMIKE,JESSIE,SANDY,0
hotZone,LARRY & LAWRIE,LILY,STU,DYNAMIKE,JESSIE,SANDY,0
heist,COLT,CROW,LOLA,BROCK,COLETTE,JESSIE,0
heist,COLT,CROW,LOLA,BROCK,COLETTE,JESSIE,0
heist,COLT,CORDELIUS,MAX,CARL,MELODIE,PIPER,0
heist,COLT,CORDELIUS,MAX,CARL,MELODIE,PIPER,1
heist,COLT,CORDELIUS,MAX,CARL,MELODIE,PIPER,0
heist,COLT,JESSIE,NANI,BELLE,CARL,PIPER,1
heist,COLT,JESSIE,NANI,BELLE,CARL,PIPER,1
bounty,BYRON,MAX,NANI,BELLE,CARL,GENE,1
bounty,BYRON,MAX,NANI,BELLE,CARL,GENE,1
heist,CROW,EVE,MANDY,ANGELO,CARL,NANI,1
heist,CROW,EVE,MANDY,ANGELO,CARL,NANI,1
bounty,BELLE,BUSTER,NANI,LILY,MEG,PIPER,0
bounty,BELLE,BUSTER,NANI,LILY,MEG,PIPER,0
heist,BUZZ,COLETTE,NITA,BIBI,BULL,JESSIE,0
heist,BUZZ,COLETTE,NITA,BIBI,BULL,JESSIE,0
heist,COLETTE,COLT,PIPER,ANGELO,BELLE,CROW,1
heist,COLETTE,COLT,PIPER,ANGELO,BELLE,CROW,1
heist,ANGELO,BELLE,CARL,AMBER,CROW,JESSIE,0
